,content,sentiment,Proc_Tweet
8040,trying distribute wealth created modi and trying take credit ,0.0,try distribute wealth create mode try take credit
8041,empty chairs welcomes yogi adityanath and dream girl hema malini uttar pradesh and this modi wave  uttar pradesh and the supporters swept away the modi wave ,-1.0,empty chair welcome adityanath dream girl hemp make utter trade mode wave utter trade supporter sweep away mode wave
8042,thats definition bhakt knowing nothing and believing everything whatsapp even poorest poor pay taxes india called indirect taxes daily basis same congress brought poverty 2014 which was once 1968 gud bye dear nvr trust modi,-1.0,definition know nothing believe everything whatsapp even poor poor pay tax india call indirect tax daily basis congress bring poverty 2014 1968 good bye dear trust mode
8043,what narcissist this wants his picture everywhere would love see his face toilet paper bring modi ,1.0,narcissist want picture everywhere would love see face toilet paper bring mode
8044,are you threatening him behest modi ,0.0,threaten best mode
8045,please sir ban krwa dou always think favour modiso good see that,1.0,please sir ban area always think favour moist good see
8046,good see self proclaimed liberals and freedom expression people are upset with celebrities even replying modi,1.0,good see self proclaim liberal freedom expression people upset cerebritis even reply mode
8047,want meet modi heard that was chai wala boy,0.0,want meet mode hear chair wall boy
8048,not misunderstanding you antimodi just saying for tolerating for modi than you you may say have soft side for modi,1.0,misunderstand antibody say operate mode may say soft side mode
8049,very good decision all nationalist should join bjp strengthen the hands modi,1.0,good decision nationalist join strengthen hand mode
8050,how modi gave lacks cores his friends the same way,0.0,mode give lack come friend way
8051,attack indian narendra modi after attack modi india started via ,0.0,attack indian narendra mode attack mode india start via
8052,"reminds school dys
any1 who evn one sec tlk class teacher designated teacherspet cast out sociallyabused being mole etc etc modi not joffery ramsay bolton but yes all these modi haters are mad men army from north the wall",-1.0,reminds school dysany1 even one see talk class teacher designate teacherspet cast sociallyabused mole etc etc mode offer ram boston yes mode water mad men army north wall
8053,"aamin khuda baste chup burna you will compelled for the halala per the holy epic quran
plz dont make comment upon any religion majhab nahi shikhta aapas bair rakhna should act per the established rituals tabhi mumkin hai kunki modi hai",1.0,thud base cup bursa compel hall per holy epic quranplz dont make comment upon religion masha nasi shikhta papa hair pakhra act per establish ritual table muslin sunk mode
8054,yes one vote more can defeat modi stop spreading hatred society not want some one who doesnt respect women and call girl friend ,1.0,yes one vote defeat mode stop spreading hatred society want one respect woman call girl friend
8055,what rubbish hes badmouthing pakistan for political gains and acceptance just like amit shah modi its disgusting and unacceptable ,-1.0,rubbish badmouth parisian political gain acceptance like amid shah mode disgust unacceptable
8056,least giving poor families where your boss gave nirava modi rs11360 mallya 9000 sandesaras 5000 lalit modi 7000 pls dont forget aadani anil ambani ,-1.0,least give poor family boss give nirava mode rs11360 marya 900 sandesaras 500 last mode 700 pu dont forget aadani nail albany
8057,this kejri will definitely make statement usual cursing modi for this well,-1.0,peri definitely make statement usual cursing mode well
8058,please understand promising lakhs each crore people over the next five years not lakhs each billion people like modi did understands the difference between and indian national congress indian youth congress ,1.0,please understand promising lake core people next five year lakes billion people like mode understands difference indian national congress indian youth congress
8059,good leader can’ ignore deliver there vote basis anything like that coming power that hope and believing they will bring people together divide and rule last 5yr saw and just modi’ friends only got richer day day even bhakts got nothing,1.0,good leader ignore deliver vote basis anything like come power hope believe bring people together divide rule last saw mode friend get rich day day even shaft get nothing
8060,"rahul gandhi should resign  because narendra modi has launched scheme give 6000 farmers the eve election
",0.0,paul gandhi resign narendra mode launch scheme give 600 farmer eve election
8061,when modi promised lakh each bhakths were sleeping,0.0,mode promise lake bath sleep
8062,yes only modi best our india,1.0,yes mode best india
8063,िा ोे ु ो ोी े िा ाेाे अपने ी े े ी िा ़े । should keep mind that modi the prime minister our country have elected him needs our support while going against modi and bjp please dont against the country,0.0,keep mind mode prime minister country elect need support go mode please dont country
8064,why does everyone has hate modi karthik seem normal you why does everyone has hate,-1.0,everyone hate mode karthik seem normal everyone hate
8065,simply congress will recollect the taxes from friends modi better bjp work their manifesto they have nothing add 2014 promises yet fulfill,1.0,simply congress recollect tax friends mode well work manifesto nothing add 2014 promise yet fulfill
8066,people like you only fallen for that and did not vote modi ,0.0,people like fall vote mode
8067,"should vote for congress
sir rattled already this not jumla sir like those lakh blackmoney all jobs per year msp above congress care for those who need the poorunderprivileged",0.0,vote congress rattle already july sir like lake blackmoney job per year map congress care need poorunderprivileged
8068,indian foreign policy the modi era ,-1.0,indian foreign policy mode era
8069,its modi againdont fool ppls again and again like ppls did 60yrsc the development last 5yrsevery citizen happy,1.0,mode againdont fool pal like pal 60yrsc development last 5yrsevery citizen happy
8070,his individual choice support anyone his choice why you are supporting congress public platform will vote for modi only this for you ️️️️️,1.0,individual choice support anyone choice support congress public platform vote mode
8071,baapu karthik upset thay gayo atlu emnu profile followers power profile influencer klout score aney mota bhai did not even tag him once and all these movie stars get tagged felt bad yaa pls tell modi yaaa all these linkedin posting people want some action,-1.0,beau karthik upset gay menu profile follower power profile influence lout score mot even tag movie star get rag felt bad yea pu tell mode yea link post people want action
8072,please help anshul saxena with their motto they are dire need help india should not leave anshul talent and patriotism wasted you are our only hope please help modi ,-1.0,please help anshul saphena motto dire need help india leave anshul talent patriotism waste hope please help mode
8073,yesmodi has failed control pakistanunchecked attacks our armyjawans unprecedented casualty our jawansdispalacement our citizens attack pak across border happeningonly cong which ensured peaceful voting 2014 can check pak,1.0,yesmodi fail control pakistanunchecked attack armyjawans unprecedented casualty jawansdispalacement citizens attack pay across border happeningonly cong ensue peaceful voting 2014 check pay
8074,the mullah and his accomplices have already been arrested pray tell what the fascist modi regime has done far ,1.0,millar aomplices already arrest pray tell fascia mode regime do far
8075,aise bol rahe hain jaise bjp 1990s and modi era main gareebi more madam actually has increased these years chawkidaar data bhi chor hain,1.0,rise boy rare pain raise 1990s mode era main gareebi madam actually increase year chawkidaar data hi cher pain
8076,first glimpse out 2mrro ,1.0,first glimpse 2mrro
8077, kept them lower income section for ages divided them caste and religion exploited their votes and rights modi fails come back india will looted and ruined for ever,-1.0,keep low income section age divide caste religion exploit vote right mode fail come back india loot ruin ever
8078,how strong modi that you suddenly thought giving money poor who were actually made poor you your misrule years ,-1.0,strong mode suddenly think give money poor actually make poor misrule year
8079,another feather the cap modi govt imf terms india the fastest growing largest economy ,0.0,another feather cap mode get term india fat grow large economy
8080,was not born some nyay putrika gave slogan garibi hathao daily see patients going from cabin saying cant afford cancer treatment give some medicine kill and weeping facesbhayya aap desh rehne saab till die ,0.0,bear nay putrid give slogan garbs hath daily see patient go cabin say afford cancer treatment give medicine kill weep facesbhayya cap dish rein scab till die
8081,"honest

you are worse than him when comes lying through your broken teethwell you will end with lot more than just broken teeth come may modi aisa laat marega tum jaisey logon seedha pakistan gutter main jaakey girogey",1.0,honesty worse come lie break teethwell end lot break teeth come may mode isa last area tm raise login seed parisian gutter main jacket girogey
8082,modi himalaya tall needs human pyramid thousands people reach its height pidis when the pyramid coming ,0.0,mode himalaya tall need human pyramid thousand people reach height side pyramid come
8083,years modi ruled couldnt prove single called scams,-1.0,year mode rule prove single call scar
8084,shame modi shame ,0.0,shame mode shame
8085,you are asking question which out syllabus please don’ annoy him otherwise will start crying about rafale ambani modi,-1.0,ask question syllabus please annoy otherwise start cry rattle albany mode
8086,modi govt should accelerate the action taken against for corruption and get him jailed soon possible that cant come into parliament any cost continued ,1.0,mode get delegate action take corruption get jail soon possible come parliament cost continue
8087,modi retweets link buy ‘main bhi chowkidar’ merchandise ,1.0,mode retreat link buy main hi chowkidar merchandise
8088,but you agree that the stated goals modi were not achieved for when you end making the most vulnerable fall their knees criminal act the unorganised sector not the enemy that needs putting down besides the fact that the cash flow has increased how,-1.0,agree state goal mode achieved end make vulnerable fall knee criminal act unorganized sector enemy need put besides fact cash flow increase
8089,ಂಿೀ್​ ್ೇ್ರದಲ್ಿ ್ೋ ೃ್ಿಾೆ ಾಿೆ ಉಪಯೋ ಂ ಿಿಂ ನನಗೆ ೊ್ಿ್ modi allowted these fecilities then why chowkidar didnt make press conference and tell nations towards his achivment there any problem with chowkidar ,0.0,mode allow facility chowkidar make press conference tell nation towards achievement problem chowkidar
8090,utter hypocrisy congress modi’ biopicviolation electoral code conductcongress moves court however rahul announces 72000 per annum direct cash days before elections but violation code conduct why bjp silent,1.0,utter hypocrisy congress mode biopicviolation electoral code conductcongress move court however paul announce 7200 per anna direct cash day election violation code conduct silent
8091,"modi pvt capacity met chinese envoy secretly and revealed deployment indian forces doklam first denied meeting but later when accepted chinese accepted right modi secretly met chinese ministers during visit kailash mansarovar right
",1.0,mode put capacity meet chinese envoy secretly reveal employment indian force dollar first deny meeting later accept chinese accepted right mode secretly meet chinese minister visit kailash mansarovar right
8092,the people living didis street want her the new what they think narendra modi visited mamata banerjees hood find out ,1.0,people live street want new think narendra mode visit mamma banerjees hood find
8093,join modi muheem ,0.0,join mode museum
8094,thats exactly the system that modi has been trying change should definitely talk about that,1.0,exactly system mode try change definitely talk
8095,best wishes sir for resounding victory from nagpur the people nagpur will certainly ensure comprehensive victory for the most efficient minister the narendra modi cabinet the work done departments under you all over india unprecedented god bless,1.0,best wish sir resound victory nagpur people nagpur certainly ensure comprehensive victory efficient minister narendra mode cabinet work do department india unprecedented god bless
8096,they said the same thing when modi was nominated candidate when wasnt given ministerial position and put margdarshak mandal and now about when doesnt receive ticket when yers old,1.0,say thing mode nominated candidate want give ministerial position put margdarshak manual receive ticket yes old
8097,what even maddy campaigning for modi there rule this democratic country that you will decide whom should campaign for and not let add giving you hypothetical scenariowe all know what maddy meant with that tweet unless you prefer over analyse ,0.0,even muddy campaign mode rule democratic country decide campaign let add give hypothetical scenario know muddy meant sweet unless prefer analyse
8098,yogi oppositions star campaigner,0.0,opposition star campaigner
8099,not side bro everything soft modi,1.0,side brow everything soft mode
8100,sashakt bharat tejaswini ananth kumar has popular sympathy even those against modi have nothing against her ,1.0,sasha hart tejaswini ninth human popular sympathy even mode nothing
8101,yaar but rahul gandhi deservea chance think modi should give him chance pakistan india modi fix hai,0.0,year paul gandhi deserve chance think mode give chance parisian india mode fix
8102,are you going pay from your pocket you drained the indian economy and gave modi 2014 don make indians lazy like you give them jobs work,-1.0,go pay pocket drain indian economy give mode 2014 make indian lazy like give job work
8103,hoarding modi other leaders are being pulled out from everywhere per ecs instructionsthen how can movie allowed screened all over india based him not violation code conduct ,-1.0,harding mode leader pull everywhere per e instructionsthen movie allow screen india base violation code conduct
8104,"paralympic medalist deepa malik joins bjp praises modi
",0.0,paralytic medal deep talk join praise mode
8105,economics independent modi rahul ubi disastrous because gives incentive people not work modi cant change fundamentals economics,-1.0,economics independent mode paul I disastrous give incentive people work mode change fundamental economics
8106,journalists who cannot see the have chosen modi toadies ,0.0,journalist see chosen mode lady
8107,"dip dip new voters 2014
young india credited for modi wave 2014 this dip disadvantage for modi 2019 this going hurt the opposition more
disadvantage disadvantage watch with ",1.0,dip dip new voter 2014young india create mode wave 2014 dip disadvantage mode 2019 go hurt opposition moredisadvantage disadvantage watch
8108,news 24319 625 anchor said modi promised deposit lakh each person 2014 channel needs run the bite modi this effect they cant then must say sorry the country misinformation you can not get away with ,-1.0,news 24319 625 anchor say mode promise deposit lake person 2014 channel need run bite mode effect must say sorry country misinformation get away
8109,senior bjp leader expelled for referring modi prachar mantri elections news ,0.0,senior leader expel refer mode preacher anti election news
8110,karnan lodged fir accused expose corruption judiciary system and gujarat communal riots murders chaiwala modi and amit shah ill gotten bail and chief justics and satha sivam kerala governor appointment and nuclear and rafale and demonetisation scams wwi mahabharat ,-1.0,karay lodge fir use expose corruption judiciary system gujarat communal riot murder chaiwala mode amid shah ill get bail chief justice sasha siam herald governor appointment nuclear rattle demonetization scar www mahabharat
8111,2019 the promised jobs are nowhere sight there distress among farmers modi has not turned out the transformative leader had hoped would leverage his historic majority reform vigorously gurcharan das toi march ,0.0,2019 promise job nowhere sight distress among farmer mode turn transformation leader hop would beverage historic majority reform vigorously gurcharan da toi march
8112,yes thats right upa and modi and state govts ruined ruined agriculture and then intend push modis ubi ragas classic problemreactionsolution scam western thugs ,1.0,yes right mode state goat ruin ruined agriculture intend push mode I rag classic problemreactionsolution scar western thus
8113,asked modi last election when promised 15l each,0.0,ask mode last election promise
8114,"modis cronies can bailed out other cronies can loot and scoot where our tax money extent crs have been spent but the moment talks about sanghisbhakts are arms
modi did nothing but hurt the economy ",-1.0,mode colony fail colony loot scott tax money extent cry spent moment talk sanghisbhakts armsmodi nothing hurt economy
8115,vote the most powerful tool our democracy use protect our nation vote for modi ,1.0,vote powerful tool democracy use protect nation vote mode
8116,now being seen modi’ successor shah’ candidature replacing advani from gandhinagar within the bjp the tag “close amitbhai” like badge honour bjp has sidestepped murali advani ,0.0,see mode successor shah candidate replace advance gandhinagar within tag close amitbhai like badge honour sidestep murat advance
8117,votesupport and everything for modi sarkaar ✌️,0.0,votesupport everything mode sarkaar
8118,many leaders brought significant change the indian economy from modi this fool raga want destroy indian economy with his baseless schemes and ideas one day says that will wave all farm loans and next day come with mig ,1.0,many leader bring significant change indian economy mode fool rage want destroy indian economy baseless scheme ideas one day say wave farm loan next day come fig
8119,for the last fifty years these thiefs did not pay single penny the poor now when modi has helped farmers again thiefs started fake claims first rahul should bring money stolen his family last fifty years the rate 72000 per year poors should get lacs,-1.0,last fifty year thiers pay single penny poor mode help farmer thiers start face claim first paul bring money steal family last fifty year rate 7200 per year poor get law
8120,"
last try modi spokesperson and going fail forever and ever
insha allah ",-1.0,last try mode spokesperson go fail forever everinsha allah
8121,you know the law india crime state subject how you expect modi ‘act strongly’ against this crime does not rule the states all such cases the perpetrators are being punished under law what else you need why this sham ,1.0,know law india crime state subject expect mode act strongly crime rule state case perpetrator punish law else need sham
8122,exassam tarun gogoi slams modi for neglecting bjp veterans ,0.0,exassam traun good slum mode neglect veteran
8123,mrmodi there still dust your mirror here washlook into this ,0.0,mrmodi still dust mirror washlook
8124,"all the best indian air force and army very happy see the growing strength army day day 
thanks modi government too make possible 
this indeed ",1.0,best indian air force army happy see grow strength army day day thanks mode government make possible indeed
8125,send the comedy also having plenty comedy and fake dialogues modi cant post all here when tease papputhink about eligible tease pappu because man doing lots blunder front people india abroad ,-1.0,send comedy also plenty comedy face dialogue mode post tease papputhink eligible tease happy man lot blunder front people india abroad
8126,heard modi will your show aap adalat this sunday,0.0,heard mode show cap adult sunday
8127,stop trolling modi plz,0.0,stop rolling mode ply
8128,how easily you dacoits fool common people you just want the power any cost but sorry vote only for modi,-1.0,easily droits fool common people want power cost sorry vote mode
8129,chance bjp and modi restore power after this election,0.0,chance mode restore power election
8130,good idea for fund raising rally only for the rich and whos who thd rich world air conditioned stadium for high priced entry ticket hope modi draws event ,1.0,good idea fund raise rally rich rich world air condition stadium high price entry ticket hope mode draw event
8131,dude looks like you gone mad chanting modi modi all the time did anywhere said modi responsible you cant imagine such incidents unless these goonds have some political patronage looks like you are living parallel world modi,-1.0,due look like go mad chant mode mode time anywhere say mode responsible imagine incident unless good political patronage look like live parallel world mode
8132,with the curr constitutionpolicieslaws people who elected may not happen thru political channel infact the hollowing out going decades with edu system quotasreservationsfreebiesminority appeasement but thot abt homogeneity risegrow,0.0,cure constitutionpolicieslaws people elect may happen thou political channel intact follow go decade ed system quotasreservationsfreebiesminority appeasement homogeneity risegrow
8133,why dont you wait for another couple months congress govt willing waive the farm loan because the modi govt didnt release the funds states properly especially congress opposition ruled states,1.0,dont wait another couple month congress get willing wave farm loan mode get release fund state properly especially congress opposition rule state
8134,people here how this scam works 64480 crores anil ambani who has been bankrupted modi through the rafale offset and all the ambani blame for this 7200 crores raabert which amounts the pledge thats the nyay ,0.0,people scar work 64480 cross nail albany bankruptcy mode rattle offset albany blame 7200 cross robert amount pledge nay
8135,rahul gandhis nyay for all will defeat the jumla sarkar led modi ,0.0,paul gandhi nay defeat july makar lead mode
8136,via india markets election tourism forget the taj mahal what about modi rally ,0.0,via india market election tourism forget tax mahan mode rally
8137,you think congress even care about implementation even going implement they are just making fake promise like farm loan waiver there aim some how stop modi this false promise helps them reduce 3040 seats bjp there goal achieved ,-1.0,think congress even care implementation even go implement make face promise like farm loan waiter aim stop mode false promise help reduce 3040 seat goal achieve
8138,because bjp modi forgot the poor who voted him for fifteen lakhs only get jhumlaswhile modi became the chowkidar opening the gate loot modi company,-1.0,mode forget poor vote fifteen lake get jhumlaswhile mode become chowkidar opening gate loot mode company
8139,our has huge role too but they never come media and talk rubbish they work the background but just look side even alot army men are against this governmnt and those who support modi its not good that military and governmnt are not same page,-1.0,huge role never come medium talk rubbish work background look side even clot army men government support mode good military government page
8140,easy with the language narendra modi has many many flaws that doesn’ discount the fact that swamy treacherous snake calling someone “low born” over swamy foolish say the least man who couldn’ instill samskar his daughter brahman,1.0,easy language narendra mode many many flaw discount fact sway treacherous snake call someone low bear sway foolish say least man install samovar daughter batman
8141,once again modi,0.0,mode
8142,first time voter will vote for narendra modi want see modi prime minister again modi sir you are great leader hard working individual and very very honest person thank you very much sir,1.0,first time voter vote narendra mode want see mode prime minister mode sir great leader hard work individual honest person thank much sir
8143,loony liberals are mad maddy for addressing the shri modi never seen bigger bunch hypocrites,-1.0,long liberal mad muddy address mode never see big bunch hypocrite
8144,mus banned,0.0,must banner
8145,congress complaint ban biopic modi must ban all films serialgames where politicians and candidates are involved ,-1.0,congress complaint ban topic mode must ban film serialgames politician candidate involve
8146,dear raga 2013 end anthony money with govt for rafale buying will leave next govt now within 5yrs you offer lacs crs sops every year admit modi built very strong economy also purchased rafale ,1.0,dear rage 2013 end anthony money get rattle buying leave next got within eye offer law cry son every year admit mode build strong economy also purchase rattle
8147,stay positivewait and watch the results people are always not fools support the crap modi and eps moreover dmk working utmost perfection,-1.0,stay positivewait watch result people always fool support cap mode e moreover work utmost perfection
8148,you know was thinking that netanyahu and modi should ever get together whether not apeman will not have found his superpower strengths,0.0,know think netanyahu mode ever get together whether apeman find superpower strength
8149,“ would say that modi’ doesn’ promote freedom from religion much promotes the freedom practice religion you wish” ,1.0,would say mode promote freedom religion much promotes freedom practice religion wish
8150,hope modi doesnt have control over treasury model code conduct otherwise match pappus socialist madness modi may bit ahead make direct transfer funds poors days before election,1.0,hope mode control treasury model code conduct otherwise match paper socialist madness mode may bite ahead make direct transfer fund poor day election
8151,finally the acknowledgement that the poorest the poor have bank accounts thank you modi ,-1.0,finally acknowledgment poor poor bank amount thank mode
8152,after modi’ twitter appeal voting ashwin has request return for the ,0.0,mode twitter appeal voting ashen request return
8153,from now whatever blocked,0.0,whatever block
8154,noticing one thing the upper class whos not quite enamored with narendra modi isnt liking rahuls 72000 promise they know what such rotting socialism does the economy,0.0,notice one thing upper class quite clamor narendra mode like rail 7200 promise know trot socialism economy
8155,500 modi farm labor dont have land name dont get anything even though agriculture raga scheme covers every bpl family paper least,-1.0,500 mode farm labor dont land name dont get anything even though agriculture rage scheme cover every bal family paper least
8156,but what about their unemployment problem which under your years worse the last years ,-1.0,unemployment problem year bad last year
8157,narendra modi gets into controversy ,0.0,narendra mode get controversy
8158,this was easy sure modi wouldve announced lakh place 72k well sure this scheme going benefit rahul and his chamchas lot who are the bpl people congress books real bpl know very well about rahuls lies enjoy friend,1.0,easy sure mode would announce lake place ask well sure scheme go benefit paul chamchas lot bal people congress book real bal know well rails lie enjoy friend
8159,"damn sure that adamant open vaults his dynastic accounts which has accumulated wealth his families past years loot
and will finally assure people modi nahi paya swiss paisa humne laya hai apne account ",1.0,damn sure adamant open vault drastic amount accumulate wealth family past year loot finally assure people mode nasi pay swiss pain humane lay anne count
8160,disastrous reasons below funding lac crore yearly foot this scheme will made from cutting all the schemes from modi govt andor raising taxes for middle class you work and earn 10k youll get only but you sit home youll get full 12k,-1.0,disastrous reason fund law core yearly foot scheme make cut scheme mode get ardor raise tax middle class work earn ask get sit home get full ask
8161,then dhakkan why criticize modi wen wants make bullet train,1.0,dhakkan criticize mode wen want make bullet train
8162,hum sam tho kabka samje hai only piddis are still living that lala land dreaming that modi said will put 15lac,0.0,hum sam kaska yiddish still live lata land dream mode say put lilac
8163,following modi’ jumela bazzi win election ,1.0,follow mode jumble bazin win election
8164,what this kid imagining now did years back ,0.0,kid imagine year back
8165,that’ bloody modi’ inborn talent assuring and not delivering,-1.0,bloody mode unborn talent assure deliver
8166,worry about how modi screwed billion demonetisation,0.0,worry mode screw billion demonetization
8167,air india was discovered modi,0.0,air india discover mode
8168,your wait for biopic may get longer ,0.0,wait topic may get long
8169,iam not mixing anything indians ain’ greedy that vote coz someone gona give money vote coz see the leadership quality the person entire family gona vote for modi ,0.0,mix anything indians greedy vote co someone go give money vote co see leadership quality person entire family go vote mode
8170,was agra vijay sankal rally yesterday now only leader left modi modi starting ,0.0,agra vital canal rally yesterday leader leave mode mode start
8171,enough show how far modi has destroyed our democratic institutionsit process which will completed modi comes back ,1.0,enough show far mode destroy democratic institution process complete mode come back
8172,really possibility one strong reason believe that modi not visible enough public though peak campaigning time approaching fast,1.0,really possibility one strong reason believe mode visible enough public though peak campaigning time approach fast
8173,middle class indiaif this idiot does give anyone any money will from your pocketsmodi never increased taxesraga will because promising give amount greater than military budget ,-1.0,middle class indian idiot give anyone money pocketsmodi never increase taxesraga promise give amount great military budget
8174,the first place criminal nris come wash their sins channels like and these black widows such criminals whine about mallya nirav modi etc hahahaa ,-1.0,first place criminal oris come wash sin channel like black widow criminal whine marya nina mode etc ahahah
8175,"congress 2009 manifesto truth sonia gandhi promised will guarantee health security for all took deliver ayushman bharat
sonia said will connect all villages broadband network yrs modi govt still working ",0.0,congress 2009 manifesto truth sonya gandhi promise guarantee health security take deliver ayushman bharatsonia say connect village broadband network yes mode get still work
8176,brother plese dont waste your valuable time and energy convince antinational people like dhruv tatti  they just hate modi for the sake hatethy dont understand logicstatisticdata etc the only thing dhruv tatti understand anti modi propoganda,-1.0,brother please dont waste valuable time energy convince antinational people like drug tutti hate mode sake hatty dont understand logicstatisticdata etc thing drug tutti understand anti mode propaganda
8177,"times india dont think modi has been remotely controlled rss
this naqvi being controlled imran khan pakistan",-1.0,time india dont think mode remote control rssthis naevi control man khan parisian
8178,why that far modis gujarat just before 2013 elections congress promised plots poor huge crowd gathred outside congress local offices collect forms shook modi,1.0,far mode gujarat 2013 election congress promise plot poor huge crowd gather outside congress local office collect form shake mode
8179,majority muslims are admiring modi secretly they will vote modi because they are god fearing people and know modi didnt anything hateful harmful muslims,-1.0,majority muslin admire mode secretly vote mode god fear people know mode anything hateful harmful muslin
8180,rgs nyay modis anyay modi hasnt done anything for the poor farmers just recently promised paltry 6000 per year farmers congress comparison much better and well thought out scheme ,1.0,rag nay mode anyway mode do anything poor farmer recently promise paltry 600 per year farmer congress comparison much well well thought scheme
8181,have you asked modi when has promised lakh bank account congress for people khaha jumla like your modi,0.0,ask mode promise lake bank count congress people hata july like mode
8182,why was modi remembering farmers declaring 6000rs income after 475 years ,0.0,mode remember farmer declare 600rs income 475 year
8183,not bigger than malaya norah modi,0.0,big malay north mode
8184,but dont the leaders talk each other before doing the allcompany email you modi took these celebs confidence before making public request using his personal handle twitter answer did not,-1.0,dont leader talk accompany email mode take cell confidence make public request use personal handle twitter answer
8185,says loans waived off hrs raj chattisgarh lie you mnrega only leakages used happen with congress syphoning money your oil bonds were paid modi lakh crs gdp what joke ,0.0,say loan waive ran chattisgarh lie mnrega leakage use happen congress syphon money oil bond pay mode lake cry gdp joke
8186,first modi lied during last then uma bharti lied about the success feb 2017 now gadkari lying will take jal samadhi not 100 clean march 2020” asked ‘waterman rajendra singh ,1.0,first mode lie last hart lie guess feb 2017 gadkari lie take jaw samadhi 100 clean march 2020 ask watchman rajendra sigh
8187,will fight between people india represented modi and maha milawat bandarabant tukde tukde gang rohingya sympathizeronly bcoz dey are muslims represented rahul ,0.0,fight people india represent mode masha milawat bandarabant take take gang rohingya sympathizeronly boy dey muslin represent paul
8188,the third big reform the modi government saved lakh crore leakages but the credit for this must shared writes read ,0.0,third big reform mode government save lake core leakage credit must share writes read
8189,middleclass tax payer happy that poor people get money but wont vote rahul rahul can something modi can better real miidleclass common man than dynasty prince modi has proved ,1.0,middleclass tax paper happy poor people get money wont vote paul paul something mode well real miidleclass common man dynasty prince mode prove
8190,modi adorns colours north east via namo app,0.0,mode adorn colour north east via name pp
8191,then why modi trying for 2nd time for post why not giving chance others ,0.0,mode try time post give chance others
8192,still dont understand what they want that maddy shouldnt have acknowledged modi maddymodi,0.0,still dont understand want muddy acknowledge mode maddymodi
8193,all they need power what would happen modi loses power can sit the opposition would crazy,-1.0,need power would happen mode lose power sit opposition would crazy
8194,okay dont support any gandhi but wheres lakh modi had promised,1.0,okay dont support gandhi lake mode promise
8195,this guy will take india yrs behind always give such thugs ppl what happen and all know kaho dil modi fir ,-1.0,guy take india yes behind always give thus pp happen know mode fir
8196,there something vote modi for intellectual has his foreign policy national security record carefully decipher decode the direction the modi govt objective assesment ,1.0,something vote mode intellectual foreign policy national security record carefully decipher decide direction mode get objective assessment
8197,how many days are these looters are going loot its 4th generation from indira still ,1.0,many day looter go loot th generation india still
8198,also once our honourable tweeted unke janm hone pehle desh saanp sapero tha sambit patra said narendra modi desh baap hai personally feels his tweets and speeches are still better than any other politician,1.0,also honourable treat une jam one people dish stand paper habit para say narendra mode dish back personally feels sweet speech still well politician
8199,not bjp spokesperson nor modi fan but must say bjp govt doesnt have any vision they dont have educated minister and minds work education health policies they totally hold rss thoughts dont expect anything from bjp just caste politics only,0.0,spokesperson mode fan must say get vision dont educate minister mind work education health policy totally hold ross thought dont expect anything caste politics
8200,honoured play young web series ,1.0,honour play young web series
8201,"modi govt gives money business man corporates but when rahul comes into power then will give money poor people reduce povertysuicide farmers
this scheme will increase employment education standard living equality",-1.0,mode get give money business man corporate paul come power give money poor people reduce povertysuicide farmersthis scheme increase employment education standard living equality
8202,has this talent abusing modi and infusing cow lynching hinduism caste manuvadi right wing any situation you just give situation rajdeep will communalise snap,1.0,talent abuse mode refuse cow lunch hinduism caste manuvadi right wing situation give situation rajdeep communalise snap
8203,"exactly
what bjp highlighting rahuls corruption modis failure taking action ",1.0,exactlywhat highlight rail corruption mode failure take action
8204,‘ narendra modi’ movie trouble congress moves defer release date after lok sabha polls 2019 ,-1.0,narendra mode movie trouble congress move defer release date look sasha poll 2019
8205,budget return protectionism panagariya sounds alarm over modis new trade template for india the eco via ,1.0,budget return protectionist panagariya sound alarm mode new trade temple india co via
8206,exactly middleclass especially the notaveers must remember all this scheme ever becomes reality its going funded them and then you can regret for the rest your life for not standing behind modi when mattered the most ,1.0,exactly middleclass especially notaveers must remember scheme ever become reality go funded regret rest life stand behind mode matter
8207,imran should act abduction pak modi our has role check violence states more those are ruled his party,1.0,man act abduction pay mode role check violence state rule party
8208,modi retweets link buy ‘main bhi chowkidar’ merchandise trending news the indian express via ,1.0,mode retreat link buy main hi chowkidar merchandise tread news indian express via
8209,"iaf pilot abhinandan apparently refused claim f16 kill despite pressureoffers from modi sarkar
apparently also refused record negative statement pak armygovt accusing them mistreatment etc
modi sarkar not able force him due his air marshal father",-1.0,pilot abhinandan apparently refuse claim kill despite pressureoffers mode sarkarapparently also refuse record negative statement pay armygovt cause mistreatment etcmodi makar able force due air marshal father
8210,from neglected states the gateway south asia – years modi north east via namo app,0.0,neglect state gateway south asia year mode north east via name pp
8211,please support modi one choice modi,0.0,please support mode one choice mode
8212,who doesn’ want ⁦ except opposition leaders most indians would love have him forever ,1.0,want except opposition leader indian would love forever
8213,reasons modi,0.0,reason mode
8214,dont worry modi will again,0.0,dont worry mode
8215,rss bjp’ nehrunetaji ‘cosplay’ irony dies thousand deaths ,0.0,ross nehrunetaji display irony die thousand death
8216,what ever how hard the fake surveys created many english news channels over the andhra elections the truth that tdp going sweep the elections 2019 ysr party missed the wagon ominously uniting with aps foes kcrmodi thats the self goal ycp,-1.0,ever hard face survey create many english news channel anthrax election truth top go sweep election 2019 yer party miss wagon ominously uniting foe kcrmodi self goal yep
