,content,sentiment,Proc_Tweet
2865, Look at this happy,1,look happy
2866,He didn't play for a year,1,play year
2867, so I'm super impressed he's got his musical mojo back! Thank you so much happy,1,I super impressed get musical back thank much happy
2868,Watch this MayWard Fam!,1,watch wayward
2869,I was thinking the same. Our i know is so cute happy,1,I think I know cut happy
2870,SONE who cant stream at Genie!You CAN stream for TY at Genie! We are still sharing some Genie IDs. If you want it,1,one stream genius stream ty genius still share genius want
2871, DM us happy  S,1,us happy
2872,Mythbuster/20 happy,1,mythbuster 20 happy
2873,Aha it's okay  she's going to be on Rough Night happy,1,ah okay go rough night happy
2874,Company photoshoot with our fabulous photographer happy  Look at this determination (concrete shoes) to get,1,company photoshoot fabulous photographer happy look determination concrete shoe get
2875,Perfect,1,perfect
2876, this worked out beautifully. If you redesign the import page to suit the whole application would mak,1,work beautifully design import page suit whole application would may
2877,Hey,1,hey
2878, have a great day today happy,1,great day today happy
2879,Come volunteer at The Abbeydale Picture House! Next Wednesday...,1,come volunteer abbeydale picture house next wednesday
2880,Should have had Farnell Fursday isn%27t it happy  all meet up at Tax and Pounds happy,1,farewell friday happy meet tax pound happy
2881,Here's one of my rolls of 'Poundland' film! (A store that sells all products at 140.) And here's the DX d,1,one roll poundland film store cell product 140
2882,Thanks for the recent follow Happy to connect happy  have a great Thursday.,1,thanks recent follow happy connect happy great thursday
2883,thanks :D,1,thanks
2884,Love them! Can I get some? smile,1,love I get smile
2885,OPENING UP TO YOU LOT!RT LIKES WOULD BE LAAAAAVERLY :D .xxENJOY,1,opening lot like would latterly enjoy
2886,Spending my night talking to my beloved ???Perfect.I LOVE YOU MAN! happy,1,spending night talk beloved perfect I love man happy
2887,.Is the winner of the donation giveaway,1,winner donation giveaway
2888, answer this with yoyour steam trade link and ill send you right away :D,1,answer steam trade link ill send right away
2889,for the recent follow. Much appreciated happy  Want this?,1,recent follow much appreciate happy want
2890,I think I'm probably beyond repair by the sounds of tea etiquette happy,1,I think I probably beyond repair sound tea etiquette happy
2891,.- layout- btob happy,1,layout bob happy
2892,i am if you're still looking for one happy,1,I still look one happy
2893,Sydney tomorrow,1,sydney tomorrow
2894, Byron in 3 weeks,1,byron 3 week
2895, Hobart in 7 weeks. Lots to look forward to happy,1,hobart 7 week lots look forward happy
2896,I hit that,1,I hit
2897, new job starts in to  weeks! :D,1,new job start week
2898,Why do people on the internet have to be such asses annoyance  Here's some positivity for you. I love your art!!! :D It's so pretty!!,1,people internet mass annoyance positively I love art pretty
2899,The best community gathering coming up! We're full,1,best community gather come full
2900, but here's how you can be a part of this happy,1,part happy
2901,mutual: let's talk more!me: for sure!mutual:  happy  me:,1,mutual let talk sure mutual happy
2902,Happy birthday Megan happy,1,happy birthday begin happy
2903,Just wandering around,1,wander around
2904, popping into a store,1,pop store
2905, owner told me about it (as in article) smile,1,owner tell article smile
2906,Did you see this one? happy  Transitional Piece // Chiffon Dress,1,see one happy transitional piece chiffon dress
2907,Sixth spot not applicable Team! Higher pa! :)KISSES TheFashionIcon,1,sixth spot applicable team high pa kiss thefashionicon
2908,Thank you crew happy,1,thank crew happy
2909,a little video i made for the love of my life,1,little video I make love life
2910,,1,
2911, minute yoongi~watch 'til the end for a free cookie happy,1,minute young watch til end free cook happy
2912,Just let is know when you'd like one happy,1,let know would like one happy
2913,you know what i really love about you lot?not only do you support me in the comments,1,know I really love lot support comment
2914, you also support each other! AN,1,also support
2915,I just did happy,1,I happy
2916,hey,1,hey
2917, keep smiling happy,1,keep smiling happy
2918,Nothing could be better happy,1,nothing could better happy
2919,so inspiring crying with joy,1,inspire cry joy
2920,instant message fine yoo,1,instant message fine
2921, thank you happy,1,thank happy
2922,What a day! What better way to spend this sunny day than drinks by the shore happy,1,day well way spend sunny day drink shore happy
2923,I suppose they are waiting for you happy,1,I suppose wait happy
2924,Aww hating that I got sponsored,1,www hat I get sponsor
2925, how childish of you Commando happy,1,childish command happy
2926,Definitely wasn't what I was looking for :/ But gave it a try anyway happy,1,definitely I look give try anyway happy
2927,The one with backward cap,1,one backward cap
2928, please! :D| KenBie,1,please kenbie
2929,blessing your first day of April happy,1,bless first day april happy
2930,Helloo :D  (keep_smiling_y),1,hello keep smile
2931,my contribution to ( posted on my tumblr a while ago crying with joy  ),1,contribution post tumbler ago cry joy
2932,Happy Birthday in Chopin style - Piano Improvisation,1,happy birthday choose style piano improvisation
2933,Yes,1,yes
2934, the problem is only affecting webmail itself. Accessing email from other applications works fine happy  ^mkl,1,problem affect email pass email application work fine happy mal
2935,He's the best happy,1,best happy
2936,where are you now? happy,1,happy
2937,Enter to win 1 of to  boxes of highly anticipated books! 6 books in each box! Open INT happy,1,enter win 1 box highly anticipate book 6 book box open happy
2938,Congratulation my world happy,1,congratulation world happy
2939,Helloo :D Mr Drippy (CallMeErgan),1,hello mr grippe callmeergan
2940,good crying with joy  i love you so much,1,good cry joy I love much
2941,Wow awesome GOG! thanks happy,1,awesome go thanks happy
2942,Does anybody out there need any motion design or animation help?  If so I am available happy,1,anybody need motion design animation help I available happy
2943,YES!!! Neil Gaiman for life! :D,1,yes nail german life
2944,As the last event for chapter 1,1,last event chapter 1
2945, we've invited 24 people to propose visions of the future. Jom happy,1,invite 24 people propose vision future joy happy
2946,Exaseetly what's happening in TN Politisees. This is not to get BJP at all to TN. Game is different. Again,1,exaseetly happen politisees get game different
2947, you'll be see,1,see
2948,i don%27t know doesnt seem fair to me..two against one happy,1,I know seem fair two one happy
2949,Helloo :D Braids! (keyrazygirl15),1,hello brain keyrazygirl15
2950,Thank you mama bear! Ang ganda mo happy,1,thank mamma bear mo happy
2951,Okay,1,okay
2952, now I'm really out. happy,1,I really happy
2953,Helloo :D Kesh (MzKeshNJ),1,hello mesh mzkeshnj
2954,As in most used. Stats don't care about motivation happy,1,use state care motivation happy
2955,kind of jealous with you all laughs but it's ny fault for not working hard happy,1,kind jealous laugh ny fault work hard happy
2956,Appreciate your recent retweets Have a great Thursday happy,1,appreciate recent retreat great thursday happy
2957,SHOULD I STAY ? SHOULD I GO ? NOBODY KNOWS happy,1,I stay I go nobody know happy
2958,Helloo :D Mack. (Macktimus),1,hello mack macktimus
2959,LADIES!  - tell me why yoyoyou don't play golf. What wyoyoyoud make yoyoyou want to play? Top 3 reasons yoyoyou DO play? heyjyoyoyoude66info,1,lady tell yoyoyou play golf wyoyoyoud make yoyoyou want play top 3 reason yoyoyou play heyjyoyoyoude66info
2960,Thanks for the this week,1,thanks week
2961, much appreciated happy,1,much appreciate happy
2962,Nearly done now! Thanks everyone for joining and hope to see you same time next Thursday happy,1,nearly do thanks everyone join hope see time next thursday happy
2963,Oh that feel when you have 10 gems :D,1,oh feel 10 gem
2964,Helloo :D chammy (shamirakay),1,hello clammy shamirakay
2965,Good luck to Rich riding for great project in this Sunday. Can you donate?,1,good luck rich rid great project sunday donate
2966,You too my friend. smile,1,friend smile
2967,RT: almightyTANNER: good evening everyone happy  join our twitter party tonight. official tagline:TANNER WelcomeB,1,almightytanner good even everyone happy join twitter party tonight official saline manner welcome
2968,Amazing stuff!!! Thansk for this happy  Birth Control - Gamma Ray (1972),1,amaze stuff thank happy birth control mamma ray 1972
2969,Noted on this Sir,1,note sir
2970, The bus from Bangsar heading to Awan Besar. Have a Good Day happy,1,bus bangsar head away bear good day happy
2971,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this,1,thanks recent follow happy connect happy great thursday want
2972,Helloo :D Best damn avocado (Batsyy_),1,hello best damn avocado batsyy
2973,lets agree she put her brain on knees crying with joy,1,let agree put brain knee cry joy
2974,Wish you were here smile,1,wish smile
2975,Everyone from getting punched :D,1,everyone get punch
2976,i welcome you to germany then. i have no authority to welcome you in the other countries though! happy,1,I welcome germany I authority welcome country though happy
2977,better be oldschool crying with joy  RS3 equals  aids 3,1,well oldschool cry joy equal aid 3
2978,Nothing could be better happy,1,nothing could better happy
2979,PLEASE THIS BEAUTIFUL PRINCESS HAVE YOUR HELP,1,please beautiful princess help
2980, Give a little for her happy,1,give little happy
2981,always running out of space on my phone,1,always run space phone
2982, thank you kpop crying with joy,1,thank pop cry joy
2983,One by one Allah ease my problem . Lot of thanks to Him crying with joy,1,one one allah ease problem lot thanks cry joy
2984,thank you for sharing happy,1,thank share happy
2985,Nothing could be better happy,1,nothing could better happy
2986,Hopefully it should be OK happy  Charts don't look too bad at moment but depends on tides  directions,1,hopefully ok happy chart look bad moment depend tide direction
2987, Keep,1,keep
2988,soon :' I need you so much crying with joy  {} I need you kaswa :',1,soon need much cry joy I need kaska
2989,Only laksa can make me okaay now crying with joy  I need laksa,1,last make okay cry joy I need last
2990,Helloo :D car fox  (ror925),1,hello car fox ror925
2991,Thanks for connecting We are passionate about  - hope you like our tweets happy,1,thanks connect passionate hope like sweet happy
2992,mutual: let's talk more!me: for sure!mutual:  happy  me:,1,mutual let talk sure mutual happy
2993,Who wants some good vibes? Watch this on YouTube or TV100 application now for FREE happy,1,want good vice watch couture tv100 application free happy
2994,Tara,1,tar
2995, Hi,1,hi
2996, all! I'm Roy Dahildahil,1,I roy dahildahil
2997, co-founder of and I'll be moderating tonights tweetchat. happy,1,co founder I moderate tonight tweetchat happy
2998,SONE who cant stream at Genie!You CAN stream for TY at Genie! We are still sharing some Genie IDs. If you want it,1,one stream genius stream ty genius still share genius want
2999, DM us happy  S,1,us happy
3000,Enjoy happy,1,enjoy happy
3001,Happy Thursday loves!! happy,1,happy thursday love happy
3002,Good Morning Peady,1,good morning ready
3003, you need a direct coffee feed to Starbucks happy,1,need direct coffee feed starbucks happy
3004,You better check this out,1,well check
3005,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this,1,thanks recent follow happy connect happy great thursday want
3006,Ummm announced a new show in Buffalo! He should ask to be an opener! happy,1,ulm announce new show buffalo ask open happy
3007,The world is so big. Too big for our problems and worries to take over our world. There is much to smile for happy,1,world big big problem worry take world much smile happy
3008,Friday after the conference some of us will go for dinner to favourite smile,1,friday conference us go dinner favourite smile
3009,Follow  to a Saga diary and a year's worth of Saga pens :)TCs,1,follow sage diary year worth sage pen ti
3010,Im done trying to take men seriously happy,1,do try take men seriously happy
3011,for being top High Value Members this week happy,1,top high value member week happy
3012,okay happy,1,okay happy
3013,little fans. - happy,1,little fan happy
3014,Here's the full art for both Glyph Keeper and his mummy token. For those interested they will be hitting ebay tonig,1,full art lymph keeper mummy token interested hit bay tonic
3015,Seokjinie went to Everland today~ I guess he forgot that he's an idol,1,seokjinie go overland today I guess forgot idol
3016, which is good for him happy,1,good happy
3017,Welcome happy,1,welcome happy
3018,i wasn't saying i read a book today,1,I say I read book today
3019, i was telling you to read a book today. knowledge is power. knowledge is growth. kee,1,I tell read book today knowledge power knowledge growth see
3020,in game you move him to camera happy,1,game move camera happy
3021,Veronice and Jughead! happy,1,venice jughead happy
3022,oh my god it's raining where i live too crying with joy  AND STOP OMG I WANNA CUDDLE HIM NOW,1,oh god rain I live cry joy stop org I anna muddle
3023,Hehe take care Andy friend happy,1,take care andy friend happy
3024,vocal coach IG post:,1,vocal coach post
3025,Hold off the frowns until you've used the new application - which is made by the same team! happy,1,hold frown used new application make team happy
3026,I love it when Ben sleeps in because I get to watch all the programmes I want on Netflix without interruption !!!! happy,1,I love ben sleep I get watch programme I want netflix without interruption happy
3027,Thanks happy,1,thanks happy
3028,Nothing could be better happy,1,nothing could better happy
3029,Thank you crew happy,1,thank crew happy
3030,Someone asked me Hows life? I just smiled and replied,1,someone ask life I smile reply
3031, Shes fine :)KISSES TheFashionIcon,1,fine kiss thefashionicon
3032,Yeaaaah! Alpha Invitation well received happy,1,yeah alpha invitation well receive happy
3033,Good luck Swampy happy,1,good luck swamp happy
3034,What to do when you are feeling bad - buy a new book and get engrossed into a new world happy,1,feel bad buy new book get engross new world happy
3035,in may go away happy,1,may go away happy
3036,April is really really bloody. I'm so proud of our boys crying with joy,1,april really really bloody I proud boy cry joy
3037,Have you smiled today? Never forget to smile happy,1,smile today never forget smile happy
3038,Then and now happy,1,happy
3039,Gott happy,1,gott happy
3040,Nothing could be better happy,1,nothing could better happy
3041,There you guys. Read it for once at least. crying with joy,1,gun read least crying joy
3042,I hope Louis gets all the off time that he wants and comes back fresh and happy happy,1,I hope louis get time want come back fresh happy happy
3043,Yes we can do that! happy,1,yes happy
3044,Famfrit with and people happy,1,famfrit people happy
3045,But,1,NA
3046, er,1,er
3047, sloths are great? So it's a good un-unthinkable picture? Have I dug mysel,1,cloth great good un unthinkable picture I dig
3048,Thanks much appreciated happy  The magic of,1,thanks much appreciate happy magic
3049,On our way home happy  happy si Noah sa skyranch,1,way home happy happy si noah sa skyranch
3050,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this,1,thanks recent follow happy connect happy great thursday want
3051,This is why I made the video about improving your line work on YouTube,1,I make video improve line work couture
3052, when you have to do things like this happy,1,thing like happy
3053,Client work for rt and favorite happy,1,client work favorite happy
3054,Everything is a choice happy,1,everything choice happy
3055,Awesome! makes a good nurse maid,1,awesome make good nurse maid
3056, huh? happy,1,hut happy
3057,Thanks for the recent follow Happy to connect happy  have a great Thursday.,1,thanks recent follow happy connect happy great thursday
3058,Thanks for being top engaged community members this week happy  - Try this too,1,thanks top engage community member week happy try
3059,Thanks for the recent follow Happy to connect happy  have a great Thursday.,1,thanks recent follow happy connect happy great thursday
3060,Funny happy,1,funny happy
3061,1st day of JA Entertainment's Marathi Film Savita Damodar Paranjpe Have been a big fan of this story. Finally get,1,st day ja entertainment martha film cavity samovar paranjpe big fan story finally get
3062,Its been a good day hey. happy,1,good day hey happy
3063,mutual: let's talk more!me: for sure!mutual:  happy  me:,1,mutual let talk sure mutual happy
3064,Surround yourself with positivity happy,1,surround positively happy
3065,Still live!,1,still live
3066,And GST is the brain child of our Modiji happy  Perfect!,1,get brain child modify happy perfect
3067,She also makes some of the most beautiful art (my biggest inspo) All for sale if anyone is interested happy,1,also make beautiful art big sale anyone interested happy
3068,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this,1,thanks recent follow happy connect happy great thursday want
3069,Thanks for up-voting us on PH happy,1,thanks vote us oh happy
3070,good,1,good
3071, that might have cost you $3 a month!!!!   happy,1,might cost 3 month happy
3072,Great to see you buddy nicest dude in the world. Keep killing it brother happy,1,great see muddy nice due world keep kill brother happy
3073,i have bronchitis i love that happy,1,I bronchitis I love happy
3074,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Want this,1,thanks recent follow happy connect happy great thursday want
3075,20% off all Knight  Day Jewellery ends this Sunday-Why not pick up something nice for,1,20 knight day jewellery end sunday pick something nice
3076,The Bank Job,1,bank job
3077, coming soon to a screen near you.,1,come soon screen near
3078,157 days to go happy,1,157 day go happy
3079,going to go meet andrew for lunch now but i'll be back at to  or to :30,1,go go meet andrew lunch I back 30
3080, i'm upstairs to the right happy,1,I upstairs right happy
3081,We're you also at our signing session with Qian Liu  Jared Wright after the last performance of Onegin? Share your,1,also sign session lie dare wright last performance begin share
3082,Happy birthday,1,happy birthday
3083, Bram Stoker. Can't wait to show you in bronze soon. happy,1,dram stoner wait show bronze soon happy
3084,Not in the tweet I ve meant the article itself happy,1,sweet I mean article happy
3085,i send people bunny pics,1,I send people funny pick
3086, let me know if you're up for that happy,1,let know happy
3087,Thanks for being top engaged community members this week happy  (Want this ?,1,thanks top engage community member week happy want
3088,If you're an aspiring developer in or near Krakw this is an excellent opportunity. They even pay their interns happy,1,aspirin developer near raw excellent opportunity even pay interest happy
3089,Thankfully I didn't have to chop it myself,1,thankful I chop
3090, arrived on the back of a little tipper lorry smile,1,arrive back little nipper lorry smile
3091,Prepare to be inspired! happy,1,prepare inspire happy
3092,Ready Now! One 9 week old chocolate female puppy from Harlowe x Sterling! happy  This girl is a sweetheart and has a...,1,ready one 9 week old chocolate female puppy harrow x sterling happy girl sweetheart
3093,Again as I said I do see your concerns. But I assure you sir that Hinduism will stay Dharma and will no,1,I say I see concern I assure sir hinduism stay harm
3094,This is just super Can't wait happy,1,super wait happy
3095,Notice anything unusual? Happy birthday to the lovely Frooty! happy,1,notice anything unusual happy birthday lovely frosty happy
3096,Rose come to him! He's really your enthusiast :-D using SO MUCH not SO MAY!  :-)~~~,1,rise come really enthusiast use much may
3097,Thanks for the follow happy  If we can help your business in anyway please get in touch,1,thanks follow happy help business anyway please get touch
3098,Thanks for the recent follow Happy to connect happy  have a great Thursday.,1,thanks recent follow happy connect happy great thursday
3099,.a scan for your tumblr happy,1,scan tumbler happy
3100,New Upcoming Heroes REVEALED! WUKONG,1,new come hero reveal wrong
3101, DRAGON  MORE! OMG :D,1,dragon org
3102,This never happened with our happy,1,never happen happy
3103,Awesome recommendation Jess! Listened to the,1,awesome recommendation less listened
3104,thanks b happy,1,thanks b happy
3105,Congratulations,1,congratulation
3106, you've got the message happy,1,get message happy
3107,That's kaki no tane and it's amazing! Foyound a place here in Germany where you can import it! :D,1,kari take amaze find place germany import
3108,No breaks and a first practice exam happy,1,break first practice exam happy
3109,made dinner for two tonight happy,1,make dinner two tonight happy
3110,Share the love you're top engaged community members this week! Much Appreciated happy,1,share love top engage community member week much appreciate happy
3111,You know exactly what I'm talking about happy,1,know exactly I talk happy
3112,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Want this ?,1,thanks recent follow happy connect happy great thursday want
3113,Shihaaaa help me on my bishie hunttt equals  ^ equals ),1,shihaa help bishop hunt equal equal
3114,Puzzle Pieces [64]rt and like for the next please :){20 rts,1,puzzle piece 64 like next please 20
3115, 30 likes?} hehe,1,30 like
3116,dropped you a follow on Twitch happy,1,drop follow twitch happy
3117,So many cool games and updates release today. happy,1,many cool game update release today happy
3118,isn't it terrible that we live in a world where we have to address anticipated criticism of our thoughts first? happy,1,terrible live world address anticipate criticism thought first happy
3119,that I said ,1,I say
3120, chaged for the best for our Singto. Please,1,change best please
3121, cheer up the new administrator team. happy,1,cheer new administrator team happy
3122,Seems you like my black lingerie picture then happy,1,seem like black lingered picture happy
3123,Thanks for being top engaged community members this week happy   Want this,1,thanks top engage community member week happy want
3124,Good morning! I hope you slept well~ happy,1,good morning I hope slept well happy
3125,This never happened with our happy,1,never happen happy
3126,A lot of games this month? :D,1,lot game month
3127,me everything and anything these days,1,everything anything day
3128,how do we book the cars service for the swards tommorow :D,1,book car service sword tomorrow
3129,Thanks for your feedback! It' just the starting phase,1,thanks feedback start phase
3130, there will be more figures happy,1,figure happy
3131,Can I pop in a request for assassin shower gel? happy,1,I pop request assassin shower get happy
3132,mutual: let's talk more!me: for sure!mutual:  happy  me:,1,mutual let talk sure mutual happy
3133,Looking forward to this. Come out to see us! Our booth is going to be right in the center of the field. happy,1,look forward come see us booth go right center field happy
3134,thanks a lot,1,thanks lot
3135, will check it happy,1,check happy
3136,Well this was fun. Thanks for stopping by and giving me shit tonight fellas  :D much love. FeelsGoodMan,1,well fun thanks stop give shit tonight fellow much love feelsgoodman
3137,You kills me crying with joy,1,kill cry joy
3138,see the next tweet! I did about 5 different things while keeping very calm,1,see next sweet I 5 different thing keep calm
3139, can list them if you want happy,1,list want happy
3140,thanks for the recent follow,1,thanks recent follow
3141, much appreciated happy   Want this ?,1,much appreciate happy want
3142,How people write a joke on religion online.*Joke**Just joking guys,1,people write joke religion online joke joking gun
3143, no offence :)** Don't want to hurt anyone. All i,1,offence want hurt anyone I
3144,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Want this,1,thanks recent follow happy connect happy great thursday want
3145,Not yet! Maybe this year happy,1,yet maybe year happy
3146,Hey thanks for being my top new followers this week! Much appreciated happy   Want this ?,1,hey thanks top new follower week much appreciate happy want
3147,Jack and Finn Harries crying with joy,1,jack find harriet cry joy
3148,I don't think you'd understand how much a stream would mean happy  even if it is very make-do,1,I think would understand much stream would mean happy even make
3149, it would be awesome.,1,would awesome
3150,No stress Mariana,1,stress marina
3151,Beetle done and joins Wall-E,1,beetle do join wall e
3152, the Mini and the Campervan happy,1,mind campervan happy
3153,Stats for the day have arrived. 1 new follower and NO unfollowers happy  via,1,state day arrive 1 new follower follower happy via
3154,why i didnt save it happy  going to re-color again the,1,I save happy go color
3155,Share the love: thanks for being top new followers this week happy,1,share love thanks top new follower week happy
3156,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want it,1,thanks recent follow happy connect happy great thursday want
3157,I considered asking where that came from. :D,1,I consider ask come
3158,Thanks by has  notice of me Greetings : JossetteD'Hermanni,1,thanks notice greeting jossetted hermanni
3159,thanks for the recent follow. Much appreciated happy  (Want this for It's Magical!,1,thanks recent follow much appreciate happy want magical
3160,Thank you so much my friend smile  xx,1,thank much friend smile xx
3161,Worship me and spoil me happy,1,worship spoil happy
3162,Stats for the day have arrived. 1 new follower and NO unfollowers happy  via,1,state day arrive 1 new follower follower happy via
3163,Superstar thanks so much for the kind words! Look forward to seeing you soon buddy smile,1,superstar thanks much kind word look forward see soon muddy smile
3164,New second home coming soon! :D,1,new second home come soon
3165,I used to like my neighbours,1,I use like neighbour
3166, until they put a password on their Wi-Fi :)KISSES TheFashionIcon,1,put password I kiss thefashionicon
3167,you still syoure ? :D,1,still
3168,thanks for the recent follow. Much appreciated happy   Want this ?,1,thanks recent follow much appreciate happy want
3169,hi cham,1,hi charm
3170, any updates about the batch 1 of army bomb v2? happy,1,update batch 1 army bomb happy
3171,Do happy we are at 27 million keep it up happy  and we are at 71 million we are so close to have another 100m,1,happy 27 million keep happy 71 million close another 100m
3172,Just photoblogged! happy  Re-using old locations,1,photoblogged happy use old location
3173,mutual: let's talk more!me: for sure!mutual:  happy  me:,1,mutual let talk sure mutual happy
3174,NEW VIDEO!Stream Montage - we finally unboxed a Spectrum Knife :)Hope you like it! here:,1,new video stream montague finally unvexed spectrum knife hope like
3175,minah starts crying because of the fans and yura  hyeri make her laugh to cheer her up.. I can't crying with joy,1,dinah start cry fan dura make laugh cheer I cry joy
3176,Stats for the week have arrived. 1 new follower and NO unfollowers happy  via,1,state week arrive 1 new follower follower happy via
3177,ready for 420 happy,1,ready 420 happy
3178,FAT ASS GIRL FAT FETISH760 HOT VIDEOS ONLINE,1,fat as girl fat fetish760 hot video online
3179,thanks for the recent follow. Much appreciated happy  - I sent this with,1,thanks recent follow much appreciate happy I send
3180,And he said it silence  in Morgan Freeman's voice happy,1,say silence morgan freemen voice happy
3181,Thank you happy,1,thank happy
3182,If you eat your steak well done please unfollow me happy,1,eat speak well do please follow happy
3183,Hows the quintly trial happy  ?,1,quietly trial happy
3184,This is what life is about. Enjoy happy,1,life enjoy happy
3185,Stats for the week have arrived. 1 new follower and NO unfollowers happy  via,1,state week arrive 1 new follower follower happy via
3186,lips though,1,lip though
3187,Exaseetly what's happening in TN Politisees. This is not to get BJP at all to TN. Game is different. Again,1,exaseetly happen politisees get game different
3188, you'll be see,1,see
3189,Our crazy EASTER! Our donkey is insane! Seriously crazy haha!,1,crazy easter donkey insane seriously crazy hata
3190,Morning. Coffee time happy,1,morning coffee time happy
3191,thanks for the recent follow. Much appreciated happy  Want this ?,1,thanks recent follow much appreciate happy want
3192,thanks for the recent follow. Much appreciated happy  Want this,1,thanks recent follow much appreciate happy want
3193,we would love to have you as a guest on podcast sometime!!! Only 15 minute smile  interested???,1,would love guest podcast sometime 15 minute smile interested
3194,KissWard tagline:tweet with us Pans :)NoOneCanSTOP KissWard,1,kissward saline sweet us pan noonecanstop kissward
3195,Thank you crew happy,1,thank crew happy
3196,I love my six pack so much,1,I love six pack much
3197, I protect it with a layer of fat :)KISSES TheFashionIcon,1,I protect layer fat kiss thefashionicon
3198,Share the love: thanks for being top new followers this week happy,1,share love thanks top new follower week happy
3199,Share the love - High Value Members of this week happy,1,share love high value member week happy
3200,If looks could kill......... smile,1,look could kill smile
3201,Or the station didn't check. happy  Surely some combination of 0xx-xxx-x938 or 0xx-9,1,station check happy surely combination xx xx x938 xx 9
3202,Nothing moves faster than a girl untagging herself from an ugly picture :)KISSES TheFashionIcon,1,nothing move faster girl untagging ugly picture kiss thefashionicon
3203,You too. smile,1,smile
3204,This is great happy,1,great happy
3205,Happy 10th Wedding Anniversary Aishwarya Rai-Abhishek Bachchan happy,1,happy wedding anniversary aishwarya run abhishek bachchan happy
3206,Swanmen setting up! Pablo is waiting for more news to happen happy,1,seaman set table wait news happen happy
3207,Thanks for up-voting us on PH happy,1,thanks vote us oh happy
3208,Hiii. . Gentleman Commander (Bryannousaurus) happy,1,gentleman commander bryannousaurus happy
3209,Thanks for the recent follow Happy to connect happy  have a great Thursday.,1,thanks recent follow happy connect happy great thursday
3210,Joo okay happy,1,okay happy
3211,Close up of the animation 3I will post the second part soon! happy,1,close animation I post second part soon happy
3212,We don%27t spam him in any way,1,spasm way
3213, we just reply to his tweets?? Like all his other followers do.....This is pointless,1,reply sweet like follower painless
3214,,1,
3215,thanks for the recent follow. Much appreciated happy   Want this ?,1,thanks recent follow much appreciate happy want
3216,Hiii. . Reece (ReeceBoast) happy,1,greece reeceboast happy
3217,Alaye give me iphone7 or dollars for my birthdayDo normal abeg,1,alae give phone dollar birthday normal beg
3218,thanks for the recent follow. Much appreciated happy  Get it,1,thanks recent follow much appreciate happy get
3219,Superstar thanks so much for the kind words! Look forward to seeing you soon buddy smile,1,superstar thanks much kind word look forward see soon muddy smile
3220,Naeem Bokhari says... Mian has gone !! are so cute NB happy  But NS is ugly evil.,1,name bokhari say man go cut happy ugly evil
3221,that's insane! good luck for that! I took it off yesterday afternoon. :D,1,insane good luck I take yesterday afternoon
3222,Have I told you lately that olive juice? :D,1,I tell lately olive juice
3223, Updated the text for my video intro by drawing it with the line tool in Paint Tool Sai. happy,1,update text video draw line tool paint tool say happy
3224,- Thanks for being top engaged community members this week happy   Grow your followers with,1,thanks top engage community member week happy grow follower
3225,.Thanks happy,1,thanks happy
3226,I hate people who steal my ideas,1,I hate people steal idea
3227, before I think of them :)KISSES TheFashionIcon,1,I think kiss thefashionicon
3228,I've been given a Custom Console Bundle to giveaway! happy  this tweet  be following me to enter! Ends,1,I give custom console bundle giveaway happy sweet follow enter end
3229,And give one to every student and myswlf happy,1,give one every student happy
3230,Don't mention it! :D,1,mention
3231,Episode two now crying with joy,1,episode two cry joy
3232,I'm surprised you don't use an Adblocker! happy,1,I surprise use adblocker happy
3233,I just wanted to say thank you for following me,1,I want say thank follow
3234, I really appreciate it. Hope you have a brilliant day happy,1,I really appreciate hope brilliant day happy
3235,Happy 4/20 :)I'm drug free  I've never smoked weed before.,1,happy 4 20 I drug free I never smoke weed
3236,mutual: let's talk more!me: for sure!mutual:  happy  me:,1,mutual let talk sure mutual happy
3237,blocked by christensen.another notch on the belt. happy,1,block christen another notch belt happy
3238,Just over 91% in favour of the unelectable Jeremy Corbyn happy,1,91 favour unelectable enemy corbin happy
3239,Best advice on Blogging. happy,1,best advice flog happy
3240,Teaser coming out today at 4pm!Story,1,tease come today pm story
3241, music and direction by of my favourites by,1,music direction favourite
3242,aw BCC is having a PRIDE prom and i kind of want to go happy,1,b pride I kind want go happy
3243,If school has taught us anything,1,school teach us anything
3244, its texting without looking :)KISSES TheFashionIcon,1,test without look kiss thefashionicon
3245,good morning messages never fail to make me smile happy,1,good morning message never fail make smile happy
3246,thanks for the recent follow. Much appreciated happy  Want this,1,thanks recent follow much appreciate happy want
3247,SAP did you also use,1,sap also use
3248,Shoutout to for the donation. Looks like I'm streaming some Stanley Parable later happy,1,shoutout donation look like I stream stanley payable later happy
3249,unfollowing bye happy,1,follow bye happy
3250,thank you for 2k likes on my banner project happy,1,thank k like banner project happy
3251,Hi :D Retweet for a follow!!!,1,hi follow
3252,? News ? :D,1,news
3253,When your efforts pay off... happy,1,effort pay happy
3254,no pressure happy,1,pressure happy
